date,regime_0_prob,regime_1_prob,regime_2_prob,regime_id,regime_label
2020-01-08,0.0034100823139838225,0.9914804678587649,0.005109449827251035,1,High-Vol Bull
2020-01-09,0.002380182836228288,0.9971407775564589,0.00047903960731214394,1,High-Vol Bull
2020-01-10,0.0023301992230280173,0.9976391748562483,3.062592072358822e-05,1,High-Vol Bull
2020-01-13,0.0011332121670772045,0.9987945284095344,7.225942338799064e-05,1,High-Vol Bull
2020-01-14,0.0022995476740123822,0.9976199098586979,8.054246728938083e-05,1,High-Vol Bull
2020-01-15,0.0018909294595224628,0.9979802141362978,0.00012885640418054214,1,High-Vol Bull
2020-01-16,0.0021839007748464066,0.9977286990294556,8.740019569862583e-05,1,High-Vol Bull
2020-01-17,0.0174964088697176,0.8795540364306972,0.10294955469958446,1,High-Vol Bull
2020-01-20,0.10544924238077176,0.6722763199575534,0.2222744376616752,1,High-Vol Bull
2020-01-21,0.0017713475517126009,0.9975398453952377,0.0006888070530499862,1,High-Vol Bull
2020-01-22,0.00021625027171473282,0.9996732982012687,0.00011045152701672993,1,High-Vol Bull
2020-01-23,0.01721170851186187,0.7124399862687499,0.27034830521938824,1,High-Vol Bull
2020-01-24,0.0002856327682526962,0.9960733109757055,0.00364105625604113,1,High-Vol Bull
2020-01-27,4.578639331100497e-09,1.899225779504005e-31,0.9999999954213621,2,High-Vol Bear
2020-01-28,0.018449079761340945,0.0006834225193640991,0.9808674977192934,2,High-Vol Bear
2020-01-29,0.04151029918950165,0.881638266801326,0.07685143400917248,1,High-Vol Bull
2020-01-30,0.2311222289095892,0.0009491621709179342,0.7679286089194931,2,High-Vol Bear
2020-01-31,0.06393992327780715,2.3494198508713564e-08,0.9360600532279957,2,High-Vol Bear
2020-02-03,0.9398887569739641,0.003137929864542596,0.05697331316149412,0,Mean-Reverting / Stagnant
2020-02-04,0.05098760609330349,0.8673198161629229,0.081692577743773,1,High-Vol Bull
2020-02-05,0.0025737572442536077,0.9972425840757175,0.00018365868002913693,1,High-Vol Bull
2020-02-06,0.002546867880464257,0.9974246528490875,2.8479270448634427e-05,1,High-Vol Bull
2020-02-07,0.0015403558048095417,0.9984344278514524,2.521634373865312e-05,1,High-Vol Bull
2020-02-10,0.018574546630454235,0.98108978521088,0.0003356681586661987,1,High-Vol Bull
2020-02-11,0.9486877268307933,0.016922291280123652,0.03438998188908278,0,Mean-Reverting / Stagnant
2020-02-12,0.9547112920986305,0.027236388622392846,0.018052319278976353,0,Mean-Reverting / Stagnant
2020-02-13,0.00892625254923339,0.9908607029004121,0.00021304455035487145,1,High-Vol Bull
2020-02-14,0.010527610914127652,0.9891533550386232,0.0003190340472490205,1,High-Vol Bull
2020-02-17,0.9096259019327672,0.07059688735621204,0.0197772107110211,0,Mean-Reverting / Stagnant
2020-02-18,0.004868190466458611,0.9945208334426351,0.0006109760909056802,1,High-Vol Bull
2020-02-19,0.00579762617750735,0.9935655183759594,0.0006368554465331214,1,High-Vol Bull
2020-02-20,0.0020998781735481393,0.9960649742069688,0.001835147619483539,1,High-Vol Bull
2020-02-21,0.0013975787608255523,0.995741186146756,0.002861235092417825,1,High-Vol Bull
2020-02-24,1.0064536793711385e-09,1.3736182193188625e-09,0.999999997619927,2,High-Vol Bear
2020-02-25,3.508154234089256e-08,0.006666404907059117,0.9933335600113999,2,High-Vol Bear
2020-02-26,5.032361266829391e-07,0.9209912130595617,0.07900828370431086,1,High-Vol Bull
2020-02-27,2.1194394572764994e-17,4.858781154255788e-13,0.9999999999995133,2,High-Vol Bear
2020-02-28,2.84000777389966e-23,1.228867480009657e-27,1.0,2,High-Vol Bear
2020-03-02,2.3890953921260545e-10,7.454581401483233e-08,0.9999999252152768,2,High-Vol Bear
2020-03-03,1.5029027911111113e-12,6.187535432244454e-07,0.9999993812449541,2,High-Vol Bear
2020-03-04,1.51131412670651e-10,0.2616736242508685,0.7383263755979997,2,High-Vol Bear
2020-03-05,5.971584517223575e-12,0.01958048816903333,0.9804195118249955,2,High-Vol Bear
2020-03-06,2.1020334139358386e-19,1.7989085511564094e-09,0.9999999982010905,2,High-Vol Bear
